ID;Genre;Senior;Enfants;Anciennete;Multi-lignes;Service Internet;Autres Services;Partenaire;Contrat;Facturation electronique;Mode de paiement;charges mensuelles;Charges totales;Desabonnement
5419;Homme;1;Non;18;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;80,55;1411,65;Non
5420;Femme;1;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Virement bancaire;78,5;5602,25;Non
5421;Homme;0;Non;70;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Carte bancaire;114,3;8244,3;Non
5423;Homme;0;Oui;68;Non;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;62,65;4375,8;Non
5425;Homme;1;Non;65;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;92,7;5968,4;Non
5426;Femme;0;Non;30;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;100,45;3096,9;Non
5427;Homme;0;Non;51;Oui;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;75,2;3901,25;Non
5428;Femme;0;Non;31;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;84,75;2613,4;Non
5430;Femme;0;Oui;72;Oui;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;79,5;5661,7;Non
5431;Homme;0;Non;10;Oui;DSL;Oui;Non;Mensuel;Oui;Carte bancaire;72,15;794,25;Oui
5432;Femme;0;Non;37;Non;Non;Oui;Non;Annuel;Oui;Cheque electronique;19,8;695,05;Non
5433;Femme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;76,4;160,8;Oui
5434;Homme;0;Non;55;Non;Fibre optique;Oui;Non;Annuel;Oui;Cheque papier;100,9;5552,05;Non
5436;Femme;0;Oui;46;Non;Fibre optique;Oui;Oui;Annuel;Non;Virement bancaire;90,95;4236,6;Non
5437;Femme;0;Oui;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;54,5;54,5;Non
5438;Femme;1;Non;20;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque papier;61,6;1174,35;Oui
5439;Homme;0;Non;9;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;79,9;741,7;Oui
5440;Homme;1;Non;32;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;96,15;3019,25;Oui
5441;Femme;0;Oui;19;Non;DSL;Oui;Oui;Mensuel;Oui;Virement bancaire;49,6;962,9;Non
5442;Femme;0;Non;70;Oui;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;65,3;4759,75;Oui
5444;Homme;0;Non;26;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;45,45;1233,15;Non
5445;Homme;0;Non;45;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;107,75;4882,8;Non
5446;Homme;0;Oui;62;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;89,1;5411,65;Non
5448;Femme;0;Non;3;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;44,75;148,05;Non
5450;Homme;0;Oui;67;Non;Fibre optique;Oui;Oui;Bisannuel;Non;Virement bancaire;103,15;6895,5;Non
5451;Homme;0;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;84,65;84,65;Oui
5452;Femme;0;Non;71;Oui;Fibre optique;Oui;Oui;Annuel;Non;Cheque papier;95,65;6856,95;Non
5453;Femme;0;Oui;37;Non;DSL;Oui;Oui;Annuel;Non;Virement bancaire;75,1;2658,8;Non
5454;Homme;0;Non;60;Non;DSL;Oui;Oui;Bisannuel;Oui;Cheque papier;61,35;3766,2;Non
5455;Femme;1;Non;1;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;69,55;69,55;Oui
5456;Femme;0;Non;6;Non;Non;Oui;Non;Mensuel;Non;Carte bancaire;19,7;129,55;Non
5458;Femme;0;Oui;11;Non;DSL;Oui;Oui;Mensuel;Non;Virement bancaire;51;581,7;Non
5460;Femme;0;Oui;10;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;88,85;929,45;Non
5461;Homme;0;Non;34;Non;Non;Oui;Oui;Bisannuel;Non;Carte bancaire;20,05;679;Non
5462;Femme;0;Non;62;Non;DSL;Oui;Non;Bisannuel;Oui;Cheque papier;65,1;3846,75;Non
5463;Homme;0;Non;64;Oui;DSL;Oui;Oui;Annuel;Oui;Cheque papier;70,15;4480,7;Non
5464;Femme;0;Oui;1;Non;DSL;Oui;Oui;Mensuel;Oui;Virement bancaire;44,35;44,35;Oui
5465;Homme;0;Non;25;Non;Non;Oui;Non;Bisannuel;Oui;Cheque papier;20,75;499,4;Non
5466;Femme;0;Non;26;Non;DSL;Oui;Non;Annuel;Oui;Cheque papier;56,05;1553,2;Non
5467;Homme;0;Oui;10;Non;Non;Oui;Non;Annuel;Oui;Virement bancaire;19,95;219,5;Non
5469;Femme;0;Non;7;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79,7;586,05;Oui
5470;Homme;0;Non;33;Non;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;79;2576,8;Non
5471;Femme;1;Non;71;Non;Fibre optique;Oui;Oui;Bisannuel;Non;Carte bancaire;89,45;6435,25;Non
5472;Femme;0;Non;29;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;74,2;1993,25;Non
5473;Homme;0;Oui;24;Oui;DSL;Oui;Oui;Mensuel;Non;Virement bancaire;81;1923,85;Non
5474;Homme;0;Oui;20;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;49,6;939,8;Non
5475;Femme;0;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;84,6;84,6;Non
5476;Homme;0;Oui;54;Oui;DSL;Oui;Non;Mensuel;Oui;Carte bancaire;55;3092,65;Oui
5477;Femme;1;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;84,85;415,55;Oui
5479;Homme;0;Non;52;Non;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;106,3;5487;Non
5480;Femme;0;Non;9;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;69,05;651,5;Non
5481;Femme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;45,4;45,4;Non
5482;Homme;1;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;73,65;73,65;Oui
5483;Homme;0;Oui;33;Non;DSL;Oui;Oui;Annuel;Oui;Cheque papier;73,9;2405,05;Oui
5484;Femme;0;Non;55;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;77,75;4458,15;Oui
5485;Homme;0;Oui;69;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;99,35;6856,45;Non
5486;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;50,75;50,75;Non
5488;Homme;0;Oui;33;Non;Non;Oui;Non;Annuel;Oui;Cheque papier;20,15;682,15;Non
5490;Femme;0;Oui;11;Non;DSL;Non;Non;Mensuel;Non;Cheque electronique;25,2;321,05;Non
5491;Homme;0;Non;6;Non;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;55,7;335,65;Non
5492;Homme;0;Non;21;Non;DSL;Oui;Non;Mensuel;Non;Virement bancaire;65,35;1424,4;Non
5493;Femme;0;Oui;65;Oui;Non;Oui;Oui;Bisannuel;Oui;Virement bancaire;25,3;1748,55;Non
5497;Homme;0;Oui;43;Oui;Non;Oui;Oui;Bisannuel;Non;Cheque papier;24,25;1077,95;Non
5498;Homme;0;Oui;49;Non;DSL;Non;Oui;Annuel;Oui;Virement bancaire;51,8;2541,25;Oui
5499;Femme;1;Non;1;Non;DSL;Oui;Oui;Mensuel;Non;Cheque electronique;46;46;Oui
5500;Homme;1;Non;15;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79,4;1156,1;Oui
5501;Homme;0;Oui;60;Non;DSL;Oui;Oui;Bisannuel;Non;Virement bancaire;60,5;3694,45;Non
5502;Homme;0;Non;17;Non;DSL;Non;Non;Mensuel;Non;Carte bancaire;25,1;382,8;Non
5504;Homme;0;Oui;35;Non;Non;Oui;Oui;Annuel;Non;Virement bancaire;20,05;746,75;Non
5505;Homme;1;Non;44;Oui;Fibre optique;Oui;Oui;Annuel;Non;Cheque papier;88,4;3912,9;Oui
5506;Femme;0;Oui;12;Non;DSL;Non;Oui;Annuel;Non;Carte bancaire;30,25;368,85;Non
5507;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,2;20,2;Non
5508;Femme;0;Non;28;Non;DSL;Oui;Non;Annuel;Oui;Cheque electronique;59,9;1654,7;Non
5510;Femme;0;Oui;5;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;46;221,7;Oui
5511;Homme;0;Non;18;Non;Fibre optique;Oui;Non;Mensuel;Non;Carte bancaire;101,3;1794,65;Non
5514;Femme;1;Non;67;Non;Fibre optique;Oui;Non;Bisannuel;Oui;Virement bancaire;92,45;6140,85;Non
5515;Femme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;48,45;48,45;Non
5516;Femme;0;Oui;18;Non;Non;Oui;Oui;Bisannuel;Non;Cheque papier;19,35;309,25;Non
5517;Homme;0;Non;4;Oui;DSL;Oui;Non;Mensuel;Non;Carte bancaire;51,75;201,1;Oui
5520;Homme;0;Non;1;Non;DSL;Oui;Oui;Mensuel;Non;Cheque papier;55,7;55,7;Non
5521;Femme;0;Non;55;Oui;Fibre optique;Oui;Non;Annuel;Oui;Carte bancaire;84,25;4589,85;Non
5522;Homme;0;Non;59;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;64,65;3735,45;Non
5524;Femme;0;Non;7;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;69,2;477,55;Non
5525;Homme;0;Oui;45;Non;DSL;Oui;Oui;Bisannuel;Non;Virement bancaire;54,65;2553,7;Non
5526;Femme;0;Oui;54;Oui;Non;Oui;Oui;Annuel;Oui;Virement bancaire;24,75;1342,15;Non
5527;Homme;0;Oui;51;Oui;Non;Oui;Oui;Annuel;Oui;Cheque papier;23,95;1216,35;Non
5529;Homme;0;Non;44;Non;DSL;Oui;Oui;Annuel;Oui;Virement bancaire;59,85;2603,95;Non
5530;Homme;0;Non;2;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,05;42,7;Non
5533;Femme;0;Non;31;Non;Non;Oui;Non;Bisannuel;Non;Carte bancaire;20,9;689,35;Non
5534;Femme;1;Non;21;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;95,4;2025,1;Non
5535;Homme;0;Oui;21;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;80,35;1747,2;Non
5536;Femme;0;Oui;55;Oui;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;85,1;4657,95;Non
5537;Homme;0;Non;9;Non;DSL;Non;Non;Mensuel;Oui;Carte bancaire;34,7;296,1;Oui
5539;Femme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;81,1;81,1;Oui
5540;Homme;0;Oui;22;Non;Non;Oui;Oui;Annuel;Non;Cheque papier;19,95;433,5;Non
5541;Femme;0;Oui;1;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;20,55;20,55;Oui
5542;Femme;0;Non;61;Oui;Fibre optique;Oui;Non;Bisannuel;Oui;Cheque electronique;106,6;6428,4;Oui
5543;Femme;0;Non;67;Oui;DSL;Oui;Oui;Bisannuel;Non;Virement bancaire;86,15;5883,85;Non
5545;Homme;0;Non;59;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;106,75;6252,9;Oui
5546;Homme;1;Non;21;Non;Fibre optique;Oui;Oui;Mensuel;Non;Virement bancaire;86,55;1857,25;Non
5547;Homme;0;Non;4;Non;DSL;Non;Non;Mensuel;Non;Cheque papier;42,4;146,4;Non
5548;Femme;0;Non;3;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;89,45;240,45;Oui
5549;Homme;0;Non;70;Oui;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;24,25;1724,15;Non
5550;Femme;0;Non;3;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;97,9;315,3;Oui
5552;Homme;0;Non;20;Non;Non;Oui;Non;Mensuel;Oui;Carte bancaire;19,6;356,15;Non
5553;Homme;0;Oui;22;Non;Non;Oui;Oui;Annuel;Non;Virement bancaire;20,25;488,25;Non
5554;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;55,7;55,7;Oui
5555;Femme;0;Non;63;Non;Non;Oui;Non;Bisannuel;Oui;Cheque papier;20,6;1298,7;Non
5557;Homme;0;Non;13;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79,8;973,45;Oui
5558;Femme;0;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;80,2;384,25;Non
5559;Femme;0;Oui;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;116,4;8543,25;Non
5560;Femme;0;Non;13;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;31,65;389,95;Non
5561;Homme;0;Non;61;Non;Fibre optique;Oui;Oui;Mensuel;Non;Carte bancaire;94,15;5731,85;Non
5562;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque electronique;20,65;20,65;Non
5564;Femme;0;Non;4;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,15;84,5;Non
5566;Femme;0;Non;18;Non;DSL;Non;Oui;Mensuel;Oui;Cheque electronique;39,05;669,85;Oui
5569;Femme;0;Non;44;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;95,1;4060,55;Non
5570;Femme;1;Non;3;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;83,9;267,4;Oui
5571;Femme;0;Oui;37;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;95,15;3532,85;Non
5572;Homme;0;Non;61;Oui;DSL;Oui;Oui;Annuel;Oui;Cheque electronique;79,8;4914,8;Non
5573;Homme;0;Non;70;Oui;DSL;Oui;Oui;Bisannuel;Oui;Carte bancaire;74,8;5315,8;Non
5574;Femme;1;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;69,85;69,85;Oui
5575;Femme;0;Non;41;Non;Non;Oui;Non;Mensuel;Non;Cheque electronique;20,45;775,6;Non
5576;Homme;0;Oui;70;Oui;DSL;Oui;Oui;Annuel;Non;Virement bancaire;78,35;5445,95;Non
5577;Femme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;53,55;53,55;Oui
5578;Homme;0;Non;51;Non;Non;Oui;Non;Annuel;Non;Cheque electronique;19,1;1007,8;Non
5579;Femme;0;Oui;42;Non;Non;Oui;Oui;Bisannuel;Non;Cheque papier;20;833,55;Non
5580;Femme;0;Oui;70;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Virement bancaire;93,9;6579,05;Oui
5581;Homme;0;Non;48;Non;Non;Oui;Non;Annuel;Non;Virement bancaire;19,95;1004,5;Non
5582;Homme;0;Oui;68;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;113,15;7856;Oui
5583;Femme;0;Non;48;Oui;Non;Oui;Non;Bisannuel;Non;Carte bancaire;24;1183,05;Non
5584;Femme;1;Non;26;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;84,95;2169,75;Oui
5585;Homme;0;Non;11;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;80,5;896,9;Oui
5586;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;19,3;19,3;Oui
5587;Femme;0;Non;27;Non;Non;Oui;Non;Annuel;Non;Cheque papier;19,15;501,35;Non
5588;Femme;1;Non;46;Non;Fibre optique;Oui;Non;Annuel;Oui;Virement bancaire;91,3;4126,35;Non
5589;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;49,65;49,65;Oui
5590;Femme;0;Non;46;Non;DSL;Oui;Non;Bisannuel;Non;Carte bancaire;54,35;2460,15;Oui
5591;Homme;0;Oui;25;Non;Non;Oui;Oui;Mensuel;Oui;Cheque papier;19,15;477,6;Non
5592;Homme;0;Non;4;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;88,45;370,65;Oui
5593;Homme;0;Non;13;Non;Non;Oui;Non;Bisannuel;Non;Cheque papier;19,75;265,75;Non
5595;Femme;0;Oui;23;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;83,75;1849,95;Non
5596;Femme;0;Non;2;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,4;61,05;Non
5597;Femme;0;Non;65;Oui;Non;Oui;Non;Bisannuel;Non;Virement bancaire;26,5;1698,55;Non
5598;Homme;1;Non;22;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;90,5;1910,6;Oui
5599;Femme;0;Oui;55;Non;Non;Oui;Oui;Annuel;Non;Carte bancaire;19,15;998,1;Non
5600;Homme;0;Non;9;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;94,85;890,6;Oui
5602;Femme;0;Oui;35;Non;DSL;Non;Oui;Annuel;Non;Cheque papier;40,9;1383,6;Non
5603;Homme;0;Non;6;Non;DSL;Oui;Non;Bisannuel;Oui;Cheque papier;80,25;493,4;Non
5605;Homme;0;Non;17;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;70,8;1207;Non
5606;Homme;0;Oui;10;Non;DSL;Oui;Oui;Mensuel;Non;Cheque papier;60,2;563,5;Non
5608;Femme;1;Non;40;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;55,8;2109,35;Oui
5609;Femme;0;Oui;13;Non;DSL;Oui;Oui;Annuel;Non;Virement bancaire;54,15;701,05;Non
5610;Homme;0;Non;29;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;80,15;2265,25;Oui
5611;Femme;0;Non;3;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;75,5;220,6;Oui
5612;Femme;1;Non;58;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;100,4;5749,8;Non
5613;Femme;0;Non;45;Non;DSL;Oui;Non;Annuel;Oui;Carte bancaire;62,55;2796,45;Non
5614;Femme;0;Oui;72;Oui;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;70,45;5165,7;Non
5615;Homme;0;Oui;68;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;85,5;5696,6;Non
5616;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Oui;Virement bancaire;20,2;20,2;Oui
5617;Femme;0;Oui;38;Non;DSL;Oui;Oui;Mensuel;Non;Cheque electronique;54,5;2076,05;Non
5618;Homme;0;Non;2;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,75;44,2;Non
5619;Homme;0;Non;11;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,35;215,25;Non
5620;Femme;1;Non;20;Non;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;91;1859,5;Non
5621;Homme;0;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;104,8;7470,1;Non
5622;Femme;0;Non;3;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;74,75;229,5;Oui
5623;Homme;0;Non;23;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;104,05;2470,1;Oui
5624;Homme;0;Non;40;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;51,1;2092,9;Non
5626;Femme;0;Oui;22;Non;Non;Oui;Non;Mensuel;Oui;Cheque electronique;20,55;469,85;Non
5627;Femme;0;Non;11;Non;DSL;Oui;Non;Mensuel;Non;Virement bancaire;64,05;733,95;Non
5628;Homme;1;Non;7;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;74,85;485,25;Non
5629;Femme;0;Non;13;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;96,65;1244,5;Oui
5630;Homme;1;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,05;20,05;Oui
5631;Femme;0;Non;39;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;103,45;3994,45;Oui
5632;Homme;0;Non;3;Non;DSL;Non;Oui;Mensuel;Non;Cheque papier;25;78,25;Non
5633;Homme;0;Non;58;Non;Non;Oui;Non;Bisannuel;Non;Carte bancaire;20,3;1131,5;Non
5634;Homme;0;Oui;6;Oui;Non;Oui;Non;Mensuel;Non;Cheque papier;26,35;184,05;Non
5637;Homme;0;Non;14;Non;DSL;Non;Oui;Mensuel;Non;Cheque electronique;46,35;667,7;Oui
5639;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque electronique;19,95;19,95;Oui
5640;Homme;0;Non;6;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,65;109,3;Non
5641;Homme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;79,6;79,6;Oui
5642;Homme;0;Oui;39;Oui;Non;Oui;Non;Annuel;Non;Virement bancaire;25,45;958,45;Non
5644;Homme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;75,9;75,9;Oui
5645;Homme;0;Non;1;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;76,2;76,2;Oui
5646;Homme;0;Non;64;Oui;DSL;Oui;Oui;Annuel;Oui;Carte bancaire;66,15;4392,5;Non
5647;Homme;0;Oui;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,25;19,25;Oui
5648;Femme;0;Non;46;Non;DSL;Oui;Oui;Mensuel;Oui;Carte bancaire;69,1;3168;Non
5649;Femme;1;Oui;28;Non;DSL;Non;Oui;Annuel;Oui;Cheque electronique;39,1;1096,6;Non
5650;Femme;0;Non;33;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;20,05;669,45;Non
5651;Homme;0;Oui;39;Non;DSL;Oui;Oui;Annuel;Non;Cheque electronique;59,8;2343,85;Non
5652;Femme;0;Non;42;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;84,3;3588,4;Oui
5653;Femme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;48,6;48,6;Non
5654;Femme;0;Non;7;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79;522,95;Oui
5655;Homme;1;Non;70;Non;Fibre optique;Oui;Oui;Bisannuel;Non;Carte bancaire;105,35;7511,9;Non
5656;Homme;0;Non;65;Oui;Non;Oui;Non;Bisannuel;Oui;Virement bancaire;25,1;1725;Non
5657;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;49,75;49,75;Non
5658;Homme;0;Non;18;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;94,75;1691,9;Non
5659;Homme;0;Non;24;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;93;2248,05;Non
5660;Homme;0;Non;63;Oui;DSL;Oui;Non;Bisannuel;Oui;Virement bancaire;71,9;4479,2;Non
5661;Femme;0;Oui;44;Oui;DSL;Oui;Non;Annuel;Oui;Cheque papier;77,55;3471,1;Non
5662;Homme;0;Non;4;Non;Non;Oui;Non;Mensuel;Oui;Cheque electronique;19,85;63;Non
5663;Femme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;70,25;70,25;Oui
5664;Femme;0;Oui;37;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;95,25;3314,15;Non
5666;Homme;0;Non;34;Non;DSL;Non;Non;Mensuel;Oui;Virement bancaire;25,05;852,7;Non
5667;Homme;0;Non;35;Non;DSL;Non;Oui;Annuel;Non;Carte bancaire;53,15;1930,9;Non
5668;Femme;0;Non;4;Non;Non;Oui;Oui;Mensuel;Non;Cheque electronique;20,15;91,4;Non
5669;Femme;1;Non;39;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;101,25;3949,15;Non
5670;Homme;1;Non;43;Non;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;100,55;4304;Non
5671;Femme;0;Oui;17;Oui;Non;Oui;Oui;Mensuel;Non;Cheque papier;24,1;409,9;Oui
5672;Femme;0;Non;61;Oui;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;25,3;1554,9;Non
5676;Homme;0;Non;3;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;69,6;207,4;Non
5677;Homme;0;Oui;1;Non;Non;Oui;Oui;Mensuel;Non;Cheque electronique;19,75;19,75;Non
5678;Homme;0;Non;40;Non;Fibre optique;Oui;Oui;Annuel;Non;Cheque electronique;80,8;3132,75;Non
5679;Femme;0;Oui;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;60;60;Oui
5680;Homme;0;Non;8;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;86,55;649,65;Oui
5682;Femme;1;Non;34;Non;DSL;Oui;Oui;Annuel;Non;Virement bancaire;64,2;2106,3;Non
5683;Femme;0;Non;1;Non;DSL;Non;Oui;Mensuel;Non;Cheque electronique;35;35;Non
5685;Femme;1;Non;58;Non;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;105,5;6205,5;Oui
5686;Homme;0;Oui;45;Non;Non;Oui;Oui;Bisannuel;Non;Cheque electronique;19,2;903,7;Non
5687;Homme;1;Non;6;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;85,15;503,6;Oui
5688;Homme;0;Non;43;Non;Fibre optique;Oui;Non;Annuel;Oui;Carte bancaire;90,65;3882,3;Non
5689;Homme;0;Oui;41;Non;Non;Oui;Oui;Bisannuel;Oui;Cheque papier;20;879,8;Non
5690;Homme;0;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;74,65;383,65;Non
5691;Homme;0;Non;72;Non;DSL;Non;Non;Bisannuel;Oui;Carte bancaire;61,2;4390,25;Non
5692;Homme;0;Non;4;Non;Non;Oui;Non;Annuel;Non;Cheque papier;19,95;68,2;Non
5693;Homme;0;Oui;9;Non;DSL;Oui;Oui;Mensuel;Non;Cheque papier;54,8;452,8;Non
5695;Femme;0;Non;33;Non;DSL;Oui;Oui;Annuel;Oui;Cheque papier;51,45;1758,9;Non
5696;Femme;0;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Virement bancaire;80,45;5737,6;Non
5697;Homme;0;Non;22;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;54,2;1152,7;Oui
5698;Femme;0;Non;70;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;109,5;7674,55;Oui
5699;Homme;0;Oui;21;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;104,4;2157,95;Oui
5701;Homme;1;Non;29;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;79,3;2414,55;Non
5702;Femme;0;Oui;15;Non;DSL;Oui;Oui;Mensuel;Non;Virement bancaire;76,5;1155,6;Non
5703;Homme;1;Oui;71;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;105,1;7548,1;Oui
5704;Homme;1;Non;72;Oui;Non;Oui;Non;Bisannuel;Non;Virement bancaire;25,4;1809,35;Non
